date,min_level,avg_level,max_level
2025-07-03,-0.080,-0.070,-0.060
2025-07-04,-0.070,-0.070,-0.070
2025-07-05,-0.070,-0.060,-0.050
2025-07-06,-0.060,-0.060,-0.060
2025-07-07,-0.050,-0.037,-0.030
2025-07-08,-0.070,-0.045,-0.020
2025-07-09,-0.060,-0.045,-0.030
2025-07-10,-0.090,-0.065,-0.040
2025-07-11,-0.110,-0.073,-0.050
2025-07-12,-0.110,-0.085,-0.060
2025-07-13,-0.110,-0.090,-0.070
2025-07-14,-0.090,-0.090,-0.090
2025-07-15,-0.090,-0.087,-0.080
2025-07-16,-0.110,-0.090,-0.070
2025-07-17,-0.080,-0.080,-0.080
2025-07-18,-0.100,-0.080,-0.070
2025-07-19,-0.070,-0.050,-0.030
2025-07-20,-0.020,-0.010,0.000
2025-07-21,0.010,0.015,0.020
2025-07-22,0.040,0.045,0.050
2025-07-23,-0.030,0.010,0.050
2025-07-24,0.000,0.005,0.010
2025-07-25,0.020,0.027,0.030
2025-07-26,0.040,0.040,0.040
2025-07-27,-0.040,0.010,0.060
2025-07-28,-0.020,-0.015,-0.010
2025-07-29,-0.010,-0.005,0.000
2025-07-30,0.010,0.010,0.010
2025-07-31,0.010,0.015,0.020
2025-08-01,0.030,0.030,0.030
2025-08-02,0.040,0.040,0.040
2025-08-03,0.030,0.030,0.030
2025-08-04,0.030,0.050,0.070
2025-08-05,0.000,0.000,0.000
2025-08-06,0.030,0.030,0.030
2025-08-07,-0.050,0.000,0.050
2025-08-08,-0.010,-0.007,0.000
2025-08-09,0.020,0.025,0.030
2025-08-10,0.010,0.020,0.030
2025-08-11,0.000,0.020,0.040
2025-08-12,0.000,0.020,0.040
2025-08-13,0.030,0.035,0.040
2025-08-14,-0.020,-0.020,-0.020
2025-08-15,-0.060,-0.023,0.000
2025-08-16,-0.030,-0.020,-0.010
2025-08-17,-0.020,-0.015,-0.010
2025-08-18,-0.020,-0.010,0.000
2025-08-19,-0.010,0.000,0.010
2025-08-20,-0.020,-0.005,0.010
2025-08-21,-0.020,-0.005,0.010
2025-08-22,-0.020,-0.010,0.000
2025-08-23,-0.040,-0.025,-0.010
2025-08-24,-0.040,-0.035,-0.030
2025-08-25,-0.040,-0.040,-0.040
2025-08-26,-0.070,-0.060,-0.050
2025-08-27,-0.060,-0.060,-0.060
2025-08-28,-0.060,-0.060,-0.060
2025-08-29,-0.060,-0.057,-0.050
2025-08-30,-0.050,-0.050,-0.050
2025-08-31,-0.030,-0.030,-0.030
2025-09-01,-0.020,-0.015,-0.010
2025-09-02,0.000,0.005,0.010
2025-09-03,0.030,0.035,0.040
2025-09-04,0.050,0.055,0.060
2025-09-05,-0.030,0.033,0.070
2025-09-06,0.000,0.000,0.000
2025-09-07,0.020,0.025,0.030
2025-09-08,-0.050,0.000,0.050
2025-09-09,-0.050,-0.035,-0.020
2025-09-10,-0.030,-0.025,-0.020
2025-09-11,-0.010,-0.010,-0.010
2025-09-12,-0.020,-0.007,0.000
2025-09-13,0.010,0.010,0.010
2025-09-14,0.000,0.005,0.010
2025-09-15,0.040,0.045,0.050
2025-09-16,0.000,0.000,0.000
2025-09-17,0.010,0.030,0.050
2025-09-18,-0.020,0.020,0.060
2025-09-19,-0.010,-0.010,-0.010
2025-09-20,0.020,0.025,0.030
2025-09-21,0.000,0.015,0.030
2025-09-22,0.010,0.030,0.050
2025-09-23,-0.030,0.015,0.060
2025-09-24,-0.030,-0.015,0.000
2025-09-25,-0.030,-0.005,0.020
2025-09-26,0.010,0.017,0.020
2025-09-27,0.010,0.015,0.020
2025-09-28,0.020,0.020,0.020
2025-09-29,0.030,0.040,0.050
2025-09-30,0.040,0.053,0.060
2025-10-01,0.070,0.080,0.090
2025-10-02,0.100,0.100,0.100
2025-10-03,0.110,0.145,0.180
2025-10-04,0.150,0.190,0.240
2025-10-05,0.170,0.175,0.180
2025-10-06,0.150,0.160,0.170
2025-10-07,0.180,0.185,0.190
2025-10-08,0.170,0.180,0.190
2025-10-09,0.180,0.185,0.190
2025-10-10,0.190,0.190,0.190
2025-10-11,0.190,0.200,0.210
2025-10-12,0.210,0.210,0.210
2025-10-13,0.210,0.215,0.220
2025-10-14,0.220,0.220,0.220
2025-10-15,-2.110,-0.202,0.250
2025-10-16,-2.110,-0.228,0.250
2025-10-17,-2.110,-0.053,0.260
2025-10-18,0.000,0.015,0.030
2025-10-19,0.000,0.010,0.020
2025-10-20,0.000,0.020,0.040
2025-10-21,0.000,0.025,0.050
2025-10-22,0.020,0.023,0.030
2025-10-23,0.030,0.030,0.030
2025-10-24,-2.110,-0.212,0.050
2025-10-25,0.000,0.025,0.040
2025-10-26,0.000,0.025,0.050
2025-10-27,0.000,0.000,0.000
2025-10-28,-0.020,0.000,0.020
2025-10-29,0.010,0.020,0.030
2025-10-30,0.000,0.013,0.020
2025-10-31,0.010,0.027,0.040
2025-11-01,-0.010,0.019,0.080
2025-11-02,-0.010,0.025,0.060
2025-11-03,-0.240,-0.100,0.030
2025-11-04,-0.240,-0.200,-0.150
2025-11-05,-0.400,-0.375,-0.350
2025-11-06,-0.580,-0.420,-0.330
2025-11-07,-0.630,-0.593,-0.550
2025-11-08,-0.610,-0.585,-0.560
2025-11-09,-0.630,-0.605,-0.580
2025-11-10,-0.620,-0.585,-0.550
2025-11-11,-0.620,-0.580,-0.540
2025-11-12,-0.610,-0.569,-0.540
2025-11-13,-0.530,-0.513,-0.480
2025-11-14,-0.630,-0.499,-0.380
2025-11-15,-0.580,-0.096,0.320
2025-11-16,-0.200,0.106,0.390
2025-11-17,-0.230,-0.070,0.120
2025-11-18,-0.960,-0.484,-0.150
2025-11-19,-0.630,-0.513,-0.380
2025-11-20,-0.500,-0.500,-0.500
2025-11-21,-0.630,-0.570,-0.530
2025-11-22,-0.580,-0.580,-0.580
2025-11-23,-0.580,-0.575,-0.570
2025-11-24,-0.520,-0.475,-0.430
2025-11-25,-0.750,-0.658,-0.540
2025-11-26,-0.610,-0.610,-0.610
2025-11-27,-0.630,-0.625,-0.620
2025-11-28,-0.640,-0.557,-0.500
2025-11-29,-0.610,-0.498,-0.430
2025-11-30,-0.330,-0.280,-0.230
2025-12-01,-0.580,-0.274,-0.140
2025-12-02,-0.310,-0.238,-0.140
2025-12-03,-0.290,-0.186,-0.120
2025-12-04,-0.420,-0.370,-0.320
2025-12-05,-0.610,-0.116,0.120
2025-12-06,-0.290,0.088,0.360
2025-12-07,-0.190,0.055,0.320
2025-12-08,-0.440,-0.133,0.140
2025-12-09,-0.500,-0.198,0.110
2025-12-10,-0.390,0.009,0.240
2025-12-11,-0.210,-0.022,0.310
2025-12-12,-0.200,-0.043,0.160
2025-12-13,-0.410,-0.109,0.110
2025-12-14,-0.240,-0.195,-0.150
2025-12-15,-0.450,-0.320,-0.260
2025-12-16,-0.550,-0.126,0.360
2025-12-17,-0.500,0.306,0.990
2025-12-18,-0.190,0.230,0.640
2025-12-19,0.000,0.541,1.420
2025-12-20,0.190,0.463,0.910
2025-12-21,0.010,0.219,0.410
2025-12-22,-0.200,0.095,0.330
2025-12-23,-0.180,0.020,0.260
2025-12-24,-0.450,-0.097,0.230
2025-12-25,-0.520,-0.277,-0.150
2025-12-26,-0.570,-0.277,0.020
2025-12-27,-0.590,-0.378,-0.150
2025-12-28,-0.500,-0.480,-0.460
2025-12-29,-0.400,-0.395,-0.390
2025-12-30,-0.440,-0.350,-0.260
2025-12-31,-0.530,-0.485,-0.440
2026-01-01,-0.520,-0.515,-0.510
2026-01-02,-0.520,-0.470,-0.410
2026-01-03,-0.640,-0.610,-0.580
2026-01-04,-0.670,-0.665,-0.660
2026-01-05,-0.670,-0.670,-0.670
2026-01-06,-0.720,-0.715,-0.710
2026-01-07,-0.750,-0.735,-0.720
2026-01-08,-0.740,-0.650,-0.580
2026-01-09,-0.790,-0.157,1.360
2026-01-10,0.300,0.889,1.490
2026-01-11,-0.220,0.056,0.400
2026-01-12,-0.210,0.210,0.480
2026-01-13,0.110,0.248,0.530
2026-01-14,-0.210,0.205,0.400
2026-01-15,-0.320,0.076,0.300
2026-01-16,-0.100,0.793,1.760
2026-01-17,0.470,0.813,1.350
2026-01-18,0.070,0.431,0.860
2026-01-19,0.080,0.238,0.510
2026-01-20,-0.210,0.091,0.330
2026-01-21,-0.280,-0.035,0.180
2026-01-22,-0.550,-0.056,0.340
2026-01-23,-0.320,0.055,0.370
2026-01-24,-0.280,0.073,0.360
2026-01-25,-0.330,0.019,0.320
2026-01-26,-0.330,-0.002,0.310
2026-01-27,-0.520,-0.056,0.410
2026-01-28,0.080,0.446,1.110
2026-01-29,0.120,0.360,0.970
2026-01-30,-0.200,0.229,0.640
2026-01-31,-0.200,0.161,0.510
2026-02-01,-0.230,0.119,0.380
2026-02-02,-0.210,0.084,0.320
2026-02-03,-0.210,-0.060,0.110
2026-02-04,-0.370,-0.212,-0.140
2026-02-05,-0.540,-0.193,0.110
2026-02-06,-0.600,0.467,1.520
2026-02-07,0.230,1.168,1.640
